X,species,genus,family,status,category,effort_corrected_abund,raw_abund,species_underscore,category_binary,pollination,poll_binary
Coreopsis_latifolia,Coreopsis latifolia,Coreopsis,Asteraceae,prune,nonhost,0.083523639,1438,Coreopsis_latifolia,0,biotic,2
Cornus_racemosa,Cornus racemosa,Cornus,Cornaceae,prune,specialist_host,0.530387118,7774,Cornus_racemosa,1,biotic,2
Corydalis_flavula,Corydalis flavula,Corydalis,Papaveraceae,prune,nonhost,0.01883534,429,Corydalis_flavula,0,biotic,2
Cotinus_obovatus,Cotinus obovatus,Cotinus,Anacardiaceae,prune,nonhost,4.34E-04,10,Cotinus_obovatus,0,biotic,2
Crataegus_viridis,Crataegus viridis,Crataegus,Rosaceae,prune,nonhost,0.046824515,465,Crataegus_viridis,0,biotic,2
Croptilon_divaricatum,Croptilon divaricatum,Croptilon,Asteraceae,prune,nonhost,0.002419271,34,Croptilon_divaricatum,0,biotic,2
Crossopetalum_rhacoma,Crossopetalum rhacoma,Crossopetalum,Celastraceae,prune,nonhost,6.13E-04,16,Crossopetalum_rhacoma,0,biotic,2
Crotalaria_pumila,Crotalaria pumila,Crotalaria,Fabaceae,prune,nonhost,0.01664897,314,Crotalaria_pumila,0,biotic,2
Croton_capitatus,Croton capitatus,Croton,Euphorbiaceae,prune,nonhost,0.077120623,671,Croton_capitatus,0,biotic,2
Cryptotaenia_canadensis,Cryptotaenia canadensis,Cryptotaenia,Apiaceae,prune,nonhost,0.00818304,386,Cryptotaenia_canadensis,0,biotic,2
Ctenium_aromaticum,Ctenium aromaticum,Ctenium,Poaceae,prune,nonhost,0.021038269,283,Ctenium_aromaticum,0,abiotic,1
Cunila_origanoides,Cunila origanoides,Cunila,Lamiaceae,prune,nonhost,0.004885435,143,Cunila_origanoides,0,biotic,2
Cuphea_viscosissima,Cuphea viscosissima,Cuphea,Lythraceae,prune,nonhost,0.002068073,47,Cuphea_viscosissima,0,biotic,2
Cuscuta_campestris,Cuscuta campestris,Cuscuta,Convolvulaceae,prune,specialist_host,0.008044284,181,Cuscuta_campestris,1,biotic,2
Cycloloma_atriplicifolium,Cycloloma atriplicifolium,Cycloloma,Amaranthaceae,prune,nonhost,0.001724374,25,Cycloloma_atriplicifolium,0,biotic,2
Cymophyllus_fraserianus,Cymophyllus fraserianus,Cymophyllus,Cyperaceae,prune,nonhost,0.003480389,37,Cymophyllus_fraserianus,0,abiotic,1
Cynophalla_flexuosa,Cynophalla flexuosa,Cynophalla,Capparaceae,prune,nonhost,4.06E-04,4,Cynophalla_flexuosa,0,biotic,2
Cynosciadium_digitatum,Cynosciadium digitatum,Cynosciadium,Apiaceae,prune,nonhost,2.03E-04,2,Cynosciadium_digitatum,0,biotic,2
Cypripedium_arietinum,Cypripedium arietinum,Cypripedium,Orchidaceae,prune,nonhost,0.282468106,7068,Cypripedium_arietinum,0,biotic,2
Cyrilla_racemiflora,Cyrilla racemiflora,Cyrilla,Cyrillaceae,prune,nonhost,0.047476625,566,Cyrilla_racemiflora,0,biotic,2
Cyrtopodium_punctatum,Cyrtopodium punctatum,Cyrtopodium,Orchidaceae,prune,nonhost,4.60E-04,12,Cyrtopodium_punctatum,0,biotic,2
Dactylorhiza_viridis,Dactylorhiza viridis,Dactylorhiza,Orchidaceae,prune,nonhost,0.00233569,10,Dactylorhiza_viridis,0,biotic,2
Dalbergia_ecastaphyllum,Dalbergia ecastaphyllum,Dalbergia,Fabaceae,prune,nonhost,0.015797075,120,Dalbergia_ecastaphyllum,0,biotic,2
Dalea_purpurea,Dalea purpurea,Dalea,Fabaceae,prune,specialist_host,0.02297191,318,Dalea_purpurea,1,biotic,2
Danthonia_compressa,Danthonia compressa,Danthonia,Poaceae,prune,nonhost,0.007937679,400,Danthonia_compressa,0,abiotic,1
Dasiphora_fruticosa,Dasiphora fruticosa,Dasiphora,Rosaceae,prune,nonhost,0.003267033,133,Dasiphora_fruticosa,0,biotic,2
Dasistoma_macrophylla,Dasistoma macrophylla,Dasistoma,Orobanchaceae,prune,nonhost,8.05E-04,10,Dasistoma_macrophylla,0,biotic,2
Datura_wrightii,Datura wrightii,Datura,Solanaceae,prune,nonhost,5.75E-04,11,Datura_wrightii,0,biotic,2
Decodon_verticillatus,Decodon verticillatus,Decodon,Lythraceae,prune,nonhost,0.030298861,548,Decodon_verticillatus,0,biotic,2
Deeringothamnus_rugelii,Deeringothamnus rugelii,Deeringothamnus,Annonaceae,prune,nonhost,5.00E-04,14,Deeringothamnus_rugelii,0,biotic,2
Delphinium_carolinianum,Delphinium carolinianum,Delphinium,Ranunculaceae,prune,nonhost,0.024714213,346,Delphinium_carolinianum,0,biotic,2
Dendrophylax_lindenii,Dendrophylax lindenii,Dendrophylax,Orchidaceae,prune,nonhost,0.002016578,73,Dendrophylax_lindenii,0,biotic,2
Deschampsia_cespitosa,Deschampsia cespitosa,Deschampsia,Poaceae,prune,nonhost,0.001086269,28,Deschampsia_cespitosa,0,abiotic,1
Descurainia_pinnata,Descurainia pinnata,Descurainia,Brassicaceae,prune,nonhost,2.45E-04,7,Descurainia_pinnata,0,biotic,2
Desmodium_paniculatum,Desmodium paniculatum,Desmodium,Fabaceae,prune,nonhost,0.036906818,659,Desmodium_paniculatum,0,biotic,2
Diapensia_lapponica,Diapensia lapponica,Diapensia,Diapensiaceae,prune,nonhost,0.015569845,715,Diapensia_lapponica,0,biotic,2
Diarrhena_obovata,Diarrhena obovata,Diarrhena,Poaceae,prune,nonhost,2.63E-05,1,Diarrhena_obovata,0,abiotic,1
Dicentra_eximia,Dicentra eximia,Dicentra,Papaveraceae,prune,nonhost,0.104761419,3007,Dicentra_eximia,0,biotic,2
Dicerandra_odaratissima,Dicerandra odaratissima,Dicerandra,Lamiaceae,prune,nonhost,0.006238862,94,Dicerandra_odaratissima,0,biotic,2
Dichondra_carolinensis,Dichondra carolinensis,Dichondra,Convolvulaceae,prune,nonhost,0.024809195,298,Dichondra_carolinensis,0,biotic,2
Diervilla_lonicera,Diervilla lonicera,Diervilla,Caprifoliaceae,prune,nonhost,0.035355869,450,Diervilla_lonicera,0,biotic,2
Dionaea_muscipula,Dionaea muscipula,Dionaea,Droseraceae,prune,nonhost,0.051690795,351,Dionaea_muscipula,0,biotic,2
Diphylleia_cymosa,Diphylleia cymosa,Diphylleia,Berberidaceae,prune,nonhost,0.003964423,139,Diphylleia_cymosa,0,biotic,2
Dirca_palustris,Dirca palustris,Dirca,Thymelaeaceae,prune,nonhost,0.013607129,288,Dirca_palustris,0,biotic,2
Distichlis_spicata,Distichlis spicata,Distichlis,Poaceae,prune,nonhost,0.01275688,90,Distichlis_spicata,0,abiotic,1
Ditaxis_argothamnoides,Ditaxis argothamnoides,Ditaxis,Euphorbiaceae,prune,nonhost,1.53E-04,4,Ditaxis_argothamnoides,0,biotic,2
Ditrysinia_fruticosa,Ditrysinia fruticosa,Ditrysinia,Euphorbiaceae,prune,nonhost,0.015019679,144,Ditrysinia_fruticosa,0,biotic,2
Dodecatheon_meadia,Dodecatheon meadia,Dodecatheon,Primulaceae,prune,nonhost,0.008631678,174,Dodecatheon_meadia,0,biotic,2
Dodonaea_viscosa,Dodonaea viscosa,Dodonaea,Sapindaceae,prune,nonhost,0.004406553,90,Dodonaea_viscosa,0,biotic,2
Doellingeria_infirma,Doellingeria infirma,Doellingeria,Asteraceae,prune,nonhost,0.029541587,491,Doellingeria_infirma,0,biotic,2
Draba_ramosissima,Draba ramosissima,Draba,Brassicaceae,prune,nonhost,2.51E-04,5,Draba_ramosissima,0,biotic,2
Drosera_rotundifolia,Drosera rotundifolia,Drosera,Droseraceae,prune,nonhost,0.341590861,4249,Drosera_rotundifolia,0,biotic,2
Drymaria_cordata,Drymaria cordata,Drymaria,Caryophyllaceae,prune,nonhost,0.001880208,52,Drymaria_cordata,0,biotic,2
Drypetes_lateriflora,Drypetes lateriflora,Drypetes,Putranjivaceae,prune,nonhost,0.001219191,12,Drypetes_lateriflora,0,abiotic,1
Dulichium_arundinaceum,Dulichium arundinaceum,Dulichium,Cyperaceae,prune,nonhost,0.021016826,372,Dulichium_arundinaceum,0,abiotic,1
Duranta_erecta,Duranta erecta,Duranta,Verbenaceae,prune,nonhost,0.001745678,35,Duranta_erecta,0,biotic,2
Dyschoriste_oblongifolia,Dyschoriste oblongifolia,Dyschoriste,Acanthaceae,prune,nonhost,0.004894706,117,Dyschoriste_oblongifolia,0,biotic,2
Dyssodia_papposa,Dyssodia papposa,Dyssodia,Asteraceae,prune,nonhost,4.93E-05,1,Dyssodia_papposa,0,biotic,2
Echinacea_angustifolia,Echinacea angustifolia,Echinacea,Asteraceae,prune,nonhost,0.015131781,325,Echinacea_angustifolia,0,biotic,2
Echinochloa_muricata,Echinochloa muricata,Echinochloa,Poaceae,prune,nonhost,0.004738967,38,Echinochloa_muricata,0,abiotic,1
Echinocystis_lobata,Echinocystis lobata,Echinocystis,Cucurbitaceae,prune,nonhost,0.027670013,521,Echinocystis_lobata,0,biotic,2
Echinodorus_cordifolius,Echinodorus cordifolius,Echinodorus,Alismataceae,prune,nonhost,0.006072883,40,Echinodorus_cordifolius,0,biotic,2
Echites_umbellatus,Echites umbellatus,Echites,Apocynaceae,prune,nonhost,0.001696584,32,Echites_umbellatus,0,biotic,2
Eclipta_prostrata,Eclipta prostrata,Eclipta,Asteraceae,prune,nonhost,0.018855738,291,Eclipta_prostrata,0,biotic,2
Elephantopus_nudatus,Elephantopus nudatus,Elephantopus,Asteraceae,prune,nonhost,0.078655053,1149,Elephantopus_nudatus,0,biotic,2
Elliottia_racemosa,Elliottia racemosa,Elliottia,Ericaceae,prune,nonhost,3.22E-04,4,Elliottia_racemosa,0,biotic,2
Ellisia_nyctelea,Ellisia nyctelea,Ellisia,Boraginaceae,prune,nonhost,1.23E-04,6,Ellisia_nyctelea,0,biotic,2
Elodea_nuttallii,Elodea nuttallii,Elodea,Hydrocharitaceae,prune,nonhost,0.00564284,83,Elodea_nuttallii,0,abiotic,1
Eltroplectris_calcarata,Eltroplectris calcarata,Eltroplectris,Orchidaceae,prune,nonhost,1.92E-04,5,Eltroplectris_calcarata,0,biotic,2
Elymus_trachycaulus,Elymus trachycaulus,Elymus,Poaceae,prune,nonhost,0.01298803,125,Elymus_trachycaulus,0,abiotic,1
Empetrum_nigrum,Empetrum nigrum,Empetrum,Ericaceae,prune,nonhost,0.023052603,196,Empetrum_nigrum,0,biotic,2
Encyclia_tampensis,Encyclia tampensis,Encyclia,Orchidaceae,prune,nonhost,0.062304611,346,Encyclia_tampensis,0,biotic,2
Enemion_biternatum,Enemion biternatum,Enemion,Ranunculaceae,prune,nonhost,0.00274876,46,Enemion_biternatum,0,biotic,2
Epidendrum_rigidum,Epidendrum rigidum,Epidendrum,Orchidaceae,prune,nonhost,0.018153548,365,Epidendrum_rigidum,0,biotic,2
Epigaea_repens,Epigaea repens,Epigaea,Ericaceae,prune,nonhost,0.067007641,2098,Epigaea_repens,0,biotic,2
Epilobium_ciliatum,Epilobium ciliatum,Epilobium,Onagraceae,prune,nonhost,0.15058027,517,Epilobium_ciliatum,0,biotic,2
Erechtites_hieraciifolius,Erechtites hieraciifolius,Erechtites,Asteraceae,prune,nonhost,0.061216803,1467,Erechtites_hieraciifolius,0,biotic,2
Erigenia_bulbosa,Erigenia bulbosa,Erigenia,Apiaceae,prune,nonhost,0.004996929,168,Erigenia_bulbosa,0,biotic,2
Erigeron_canadensis,Erigeron canadensis,Erigeron,Asteraceae,prune,nonhost,0.101016013,2563,Erigeron_canadensis,0,biotic,2
Eriocaulon_compressum,Eriocaulon compressum,Eriocaulon,Eriocaulaceae,prune,nonhost,0.047785112,729,Eriocaulon_compressum,0,abiotic,1
Eriogonum_tomentosum,Eriogonum tomentosum,Eriogonum,Polygonaceae,prune,nonhost,0.013864731,227,Eriogonum_tomentosum,0,biotic,2
Eriophorum_virginicum,Eriophorum virginicum,Eriophorum,Cyperaceae,prune,nonhost,0.03037352,297,Eriophorum_virginicum,0,abiotic,1
Erithalis_fruticosa,Erithalis fruticosa,Erithalis,Rubiaceae,prune,nonhost,3.07E-04,8,Erithalis_fruticosa,0,biotic,2
Ernodea_littoralis,Ernodea littoralis,Ernodea,Rubiaceae,prune,nonhost,0.006287093,32,Ernodea_littoralis,0,biotic,2
Eryngium_yuccifolium,Eryngium yuccifolium,Eryngium,Apiaceae,prune,nonhost,0.065553536,902,Eryngium_yuccifolium,0,biotic,2
Erysimum_capitatum,Erysimum capitatum,Erysimum,Brassicaceae,prune,nonhost,9.97E-05,3,Erysimum_capitatum,0,biotic,2
Erythronium_albidum,Erythronium albidum,Erythronium,Liliaceae,prune,specialist_host,0.250148123,6598,Erythronium_albidum,1,biotic,2
Eschscholzia_californica,Eschscholzia californica,Eschscholzia,Papaveraceae,prune,nonhost,6.86E-05,5,Eschscholzia_californica,0,biotic,2
Eubotrys_racemosa,Eubotrys racemosa,Eubotrys,Ericaceae,prune,nonhost,0.013002753,275,Eubotrys_racemosa,0,biotic,2
Eugenia_axillaris,Eugenia axillaris,Eugenia,Myrtaceae,prune,nonhost,0.01809262,188,Eugenia_axillaris,0,biotic,2
Euonymus_americanus,Euonymus americanus,Euonymus,Celastraceae,prune,nonhost,0.13784546,2938,Euonymus_americanus,0,biotic,2
Eupatorium_chinense,Eupatorium chinense,Eupatorium,Asteraceae,prune,nonhost,0.315737429,4947,Eupatorium_chinense,0,biotic,2
Euphorbia_polyphylla,Euphorbia polyphylla,Euphorbia,Euphorbiaceae,prune,nonhost,0.032358633,553,Euphorbia_polyphylla,0,biotic,2
Euphrasia_nemorosa,Euphrasia nemorosa,Euphrasia,Orobanchaceae,prune,nonhost,0.013007596,33,Euphrasia_nemorosa,0,biotic,2
Eurybia_compacta,Eurybia compacta,Eurybia,Asteraceae,prune,nonhost,0.050659885,1480,Eurybia_compacta,0,biotic,2
Eustachys_petraea,Eustachys petraea,Eustachys,Poaceae,prune,nonhost,0.003960825,47,Eustachys_petraea,0,abiotic,1
Euthamia_leptocephala,Euthamia leptocephala,Euthamia,Asteraceae,prune,specialist_host,0.063616714,892,Euthamia_leptocephala,1,biotic,2
Eutrochium_dubium,Eutrochium dubium,Eutrochium,Asteraceae,prune,nonhost,0.08326072,1283,Eutrochium_dubium,0,biotic,2
Exothea_paniculata,Exothea paniculata,Exothea,Sapindaceae,prune,nonhost,0.00115786,17,Exothea_paniculata,0,biotic,2
Fallopia_scandens,Fallopia scandens,Fallopia,Polygonaceae,prune,nonhost,0.007850766,249,Fallopia_scandens,0,biotic,2
Festuca_subverticillata,Festuca subverticillata,Festuca,Poaceae,prune,nonhost,3.07E-04,10,Festuca_subverticillata,0,abiotic,1
Fimbristylis_autumnalis,Fimbristylis autumnalis,Fimbristylis,Cyperaceae,prune,nonhost,0.014224509,127,Fimbristylis_autumnalis,0,abiotic,1
Flaveria_bidentis,Flaveria bidentis,Flaveria,Asteraceae,prune,nonhost,0.019354832,207,Flaveria_bidentis,0,biotic,2
Forestiera_segregata,Forestiera segregata,Forestiera,Oleaceae,prune,nonhost,0.024789395,127,Forestiera_segregata,0,biotic,2
Fothergilla_gardenii,Fothergilla gardenii,Fothergilla,Hamamelidaceae,prune,nonhost,0.001088147,22,Fothergilla_gardenii,0,biotic,2
Frangula_caroliniana,Frangula caroliniana,Frangula,Rhamnaceae,prune,nonhost,0.035912376,287,Frangula_caroliniana,0,biotic,2
Fraxinus_quadrangulata,Fraxinus quadrangulata,Fraxinus,Oleaceae,prune,nonhost,0.066564603,1983,Fraxinus_quadrangulata,0,abiotic,1
Froelichia_floridana,Froelichia floridana,Froelichia,Amaranthaceae,prune,nonhost,0.005660791,112,Froelichia_floridana,0,biotic,2
Fuirena_pumila,Fuirena pumila,Fuirena,Cyperaceae,prune,nonhost,0.00751131,124,Fuirena_pumila,0,abiotic,1
Gaillardia_aristata,Gaillardia aristata,Gaillardia,Asteraceae,prune,nonhost,0.111182651,767,Gaillardia_aristata,0,biotic,2
Galactia_striata,Galactia striata,Galactia,Fabaceae,prune,specialist_host,0.015335704,326,Galactia_striata,1,biotic,2
Galax_urceolata,Galax urceolata,Galax,Diapensiaceae,prune,nonhost,0.059657491,1183,Galax_urceolata,0,biotic,2
Galearis_spectabilis,Galearis spectabilis,Galearis,Orchidaceae,prune,nonhost,0.035737176,1275,Galearis_spectabilis,0,biotic,2
Galium_kamtschaticum,Galium kamtschaticum,Galium,Rubiaceae,prune,nonhost,0.112039022,3096,Galium_kamtschaticum,0,biotic,2
Gamochaeta_argyrinea,Gamochaeta argyrinea,Gamochaeta,Asteraceae,prune,nonhost,4.34E-05,1,Gamochaeta_argyrinea,0,biotic,2
Garberia_heterophylla,Garberia heterophylla,Garberia,Asteraceae,prune,nonhost,0.00581352,169,Garberia_heterophylla,0,biotic,2
Gaultheria_hispidula,Gaultheria hispidula,Gaultheria,Ericaceae,prune,nonhost,0.13522444,3779,Gaultheria_hispidula,0,biotic,2
Gaylussacia_mosieri,Gaylussacia mosieri,Gaylussacia,Ericaceae,prune,nonhost,0.048478962,937,Gaylussacia_mosieri,0,biotic,2
Gelsemium_rankinii,Gelsemium rankinii,Gelsemium,Gelsemiaceae,prune,nonhost,0.105864089,1255,Gelsemium_rankinii,0,biotic,2
Geocaulon_lividum,Geocaulon lividum,Geocaulon,Santalaceae,prune,nonhost,4.91E-05,1,Geocaulon_lividum,0,biotic,2
Geranium_phaeum,Geranium phaeum,Geranium,Geraniaceae,prune,specialist_host,0.211130594,5036,Geranium_phaeum,1,biotic,2
Geum_geniculatum,Geum geniculatum,Geum,Rosaceae,prune,nonhost,0.070355138,2418,Geum_geniculatum,0,biotic,2
Gilia_achilleifolia,Gilia achilleifolia,Gilia,Polemoniaceae,prune,nonhost,3.30E-05,3,Gilia_achilleifolia,0,biotic,2
Glandularia_bipinnatifida,Glandularia bipinnatifida,Glandularia,Verbenaceae,prune,nonhost,0.005616173,87,Glandularia_bipinnatifida,0,biotic,2
Gleditsia_triacanthos,Gleditsia triacanthos,Gleditsia,Fabaceae,prune,nonhost,0.089882551,925,Gleditsia_triacanthos,0,biotic,2
Glinus_radiatus,Glinus radiatus,Glinus,Molluginaceae,prune,nonhost,2.80E-04,1,Glinus_radiatus,0,biotic,2
Glottidium_vesicarium,Glottidium vesicarium,Glottidium,Fabaceae,prune,nonhost,0.013210401,197,Glottidium_vesicarium,0,biotic,2
Glyceria_melicaria,Glyceria melicaria,Glyceria,Poaceae,prune,nonhost,0.003374069,90,Glyceria_melicaria,0,abiotic,1
Gnaphalium_antillanum,Gnaphalium antillanum,Gnaphalium,Asteraceae,prune,nonhost,0.002893517,64,Gnaphalium_antillanum,0,biotic,2
Gomphrena_serrata,Gomphrena serrata,Gomphrena,Amaranthaceae,prune,nonhost,0.003299332,65,Gomphrena_serrata,0,biotic,2
Goodyera_pubescens,Goodyera pubescens,Goodyera,Orchidaceae,prune,nonhost,0.215566031,4446,Goodyera_pubescens,0,biotic,2
Gordonia_lasianthus,Gordonia lasianthus,Gordonia,Theaceae,prune,nonhost,0.027006677,413,Gordonia_lasianthus,0,biotic,2
Gratiola_brevifolia,Gratiola brevifolia,Gratiola,Plantaginaceae,prune,nonhost,0.016740089,347,Gratiola_brevifolia,0,biotic,2
Grindelia_lanceolata,Grindelia lanceolata,Grindelia,Asteraceae,prune,nonhost,1.27E-04,1,Grindelia_lanceolata,0,biotic,2
Guaiacum_sanctum,Guaiacum sanctum,Guaiacum,Zygophyllaceae,prune,nonhost,0.022950694,20,Guaiacum_sanctum,0,biotic,2
Guapira_discolor,Guapira discolor,Guapira,Nyctaginaceae,prune,nonhost,0.002070326,21,Guapira_discolor,0,biotic,2
Guettarda_scabra,Guettarda scabra,Guettarda,Rubiaceae,prune,nonhost,0.003527337,92,Guettarda_scabra,0,biotic,2
Guzmania_monostachia,Guzmania monostachia,Guzmania,Bromeliaceae,prune,nonhost,6.52E-04,17,Guzmania_monostachia,0,biotic,2
Gymnanthes_lucida,Gymnanthes lucida,Gymnanthes,Euphorbiaceae,prune,nonhost,0.067548501,26,Gymnanthes_lucida,0,biotic,2
Gymnopogon_brevifolius,Gymnopogon brevifolius,Gymnopogon,Poaceae,prune,nonhost,0.002177374,38,Gymnopogon_brevifolius,0,abiotic,1
Habenaria_quinqueseta,Habenaria quinqueseta,Habenaria,Orchidaceae,prune,nonhost,0.029997265,603,Habenaria_quinqueseta,0,biotic,2
Habranthus_tubispathus,Habranthus tubispathus,Habranthus,Amaryllidaceae,prune,nonhost,5.61E-04,2,Habranthus_tubispathus,0,biotic,2
Hackelia_virginiana,Hackelia virginiana,Hackelia,Boraginaceae,prune,nonhost,0.009394502,471,Hackelia_virginiana,0,biotic,2
Halesia_diptera,Halesia diptera,Halesia,Styracaceae,prune,nonhost,0.025310401,289,Halesia_diptera,0,biotic,2
Halophila_engelmannii,Halophila engelmannii,Halophila,Hydrocharitaceae,prune,nonhost,9.30E-05,2,Halophila_engelmannii,0,abiotic,1
Hamamelis_virginiana,Hamamelis virginiana,Hamamelis,Hamamelidaceae,prune,nonhost,0.136849285,3902,Hamamelis_virginiana,0,biotic,2
Hamelia_patens,Hamelia patens,Hamelia,Rubiaceae,prune,nonhost,0.03906288,401,Hamelia_patens,0,biotic,2
Harrisia_fragrans,Harrisia fragrans,Harrisia,Cactaceae,prune,nonhost,0.001121474,17,Harrisia_fragrans,0,biotic,2
Hartwrightia_floridana,Hartwrightia floridana,Hartwrightia,Asteraceae,prune,nonhost,7.40E-04,14,Hartwrightia_floridana,0,biotic,2
Hasteola_robertiorum,Hasteola robertiorum,Hasteola,Asteraceae,prune,nonhost,2.99E-04,8,Hasteola_robertiorum,0,biotic,2
Helanthium_tenellum,Helanthium tenellum,Helanthium,Alismataceae,prune,nonhost,7.57E-05,1,Helanthium_tenellum,0,biotic,2
Helenium_autumnale,Helenium autumnale,Helenium,Asteraceae,prune,nonhost,0.075968802,954,Helenium_autumnale,0,biotic,2
Heliotropium_angiospermum,Heliotropium angiospermum,Heliotropium,Boraginaceae,prune,nonhost,0.036204887,306,Heliotropium_angiospermum,0,biotic,2
Helonias_bullata,Helonias bullata,Helonias,Melanthiaceae,prune,nonhost,9.03E-04,34,Helonias_bullata,0,biotic,2
Heracleum_maximum,Heracleum maximum,Heracleum,Apiaceae,prune,nonhost,0.016521793,241,Heracleum_maximum,0,biotic,2
Herbertia_lahue,Herbertia lahue,Herbertia,Iridaceae,prune,nonhost,0.001620332,7,Herbertia_lahue,0,biotic,2
Heteranthera_limosa,Heteranthera limosa,Heteranthera,Pontederiaceae,prune,nonhost,0.008525046,121,Heteranthera_limosa,0,biotic,2
Heteropogon_melanocarpus,Heteropogon melanocarpus,Heteropogon,Poaceae,prune,nonhost,5.30E-04,12,Heteropogon_melanocarpus,0,abiotic,1
Heterotheca_subaxillaris,Heterotheca subaxillaris,Heterotheca,Asteraceae,prune,specialist_host,0.039450863,418,Heterotheca_subaxillaris,1,biotic,2
Heuchera_longiflora,Heuchera longiflora,Heuchera,Saxifragaceae,prune,specialist_host,0.013407976,322,Heuchera_longiflora,1,biotic,2
Hexalectris_spicata,Hexalectris spicata,Hexalectris,Orchidaceae,prune,nonhost,0.00261147,45,Hexalectris_spicata,0,biotic,2
Hieracium_paniculatum,Hieracium paniculatum,Hieracium,Asteraceae,prune,nonhost,0.068650709,2042,Hieracium_paniculatum,0,biotic,2
Hierochloe_alpina,Hierochloe alpina,Hierochloe,Poaceae,prune,nonhost,8.43E-05,4,Hierochloe_alpina,0,abiotic,1
Hippocratea_volubilis,Hippocratea volubilis,Hippocratea,Celastraceae,prune,nonhost,6.90E-04,18,Hippocratea_volubilis,0,biotic,2
Hippomane_mancinella,Hippomane mancinella,Hippomane,Euphorbiaceae,prune,nonhost,3.08E-04,6,Hippomane_mancinella,0,biotic,2
Hippuris_vulgaris,Hippuris vulgaris,Hippuris,Plantaginaceae,prune,nonhost,4.91E-05,1,Hippuris_vulgaris,0,biotic,2
Honckenya_peploides,Honckenya peploides,Honckenya,Caryophyllaceae,prune,nonhost,0.014407457,103,Honckenya_peploides,0,biotic,2
Hottonia_inflata,Hottonia inflata,Hottonia,Primulaceae,prune,nonhost,0.002762742,33,Hottonia_inflata,0,biotic,2
Houstonia_longifolia,Houstonia longifolia,Houstonia,Rubiaceae,prune,specialist_host,0.169714934,4096,Houstonia_longifolia,1,biotic,2
Hura_crepitans,Hura crepitans,Hura,Euphorbiaceae,prune,nonhost,7.86E-05,3,Hura_crepitans,0,biotic,2
Hybanthus_concolor,Hybanthus concolor,Hybanthus,Violaceae,prune,nonhost,0.003408314,57,Hybanthus_concolor,0,biotic,2
Hydrangea_arborescens,Hydrangea arborescens,Hydrangea,Hydrangeaceae,prune,nonhost,0.099468352,1429,Hydrangea_arborescens,0,biotic,2
Hydrastis_canadensis,Hydrastis canadensis,Hydrastis,Ranunculaceae,prune,nonhost,0.01000096,84,Hydrastis_canadensis,0,biotic,2
Hydrocotyle_umbellata,Hydrocotyle umbellata,Hydrocotyle,Araliaceae,prune,nonhost,0.159665768,1137,Hydrocotyle_umbellata,0,biotic,2
Hydrolea_ovata,Hydrolea ovata,Hydrolea,Hydroleaceae,prune,nonhost,0.013466284,145,Hydrolea_ovata,0,biotic,2
Hydrophyllum_virginianum,Hydrophyllum virginianum,Hydrophyllum,Boraginaceae,prune,specialist_host,0.057627013,1452,Hydrophyllum_virginianum,1,biotic,2
Hylotelephium_telephioides,Hylotelephium telephioides,Hylotelephium,Crassulaceae,prune,nonhost,0.002377011,96,Hylotelephium_telephioides,0,biotic,2
Hymenachne_amplexicaulis,Hymenachne amplexicaulis,Hymenachne,Poaceae,prune,nonhost,2.54E-04,9,Hymenachne_amplexicaulis,0,abiotic,1
Hymenocallis_latifolia,Hymenocallis latifolia,Hymenocallis,Amaryllidaceae,prune,nonhost,0.032458237,410,Hymenocallis_latifolia,0,biotic,2
Hypelate_trifoliata,Hypelate trifoliata,Hypelate,Sapindaceae,prune,nonhost,0.022375585,5,Hypelate_trifoliata,0,biotic,2
Hypericum_punctatum,Hypericum punctatum,Hypericum,Hypericaceae,prune,nonhost,0.272993849,4966,Hypericum_punctatum,0,biotic,2
Hypoxis_curtissii,Hypoxis curtissii,Hypoxis,Hypoxidaceae,prune,nonhost,0.053751813,1336,Hypoxis_curtissii,0,biotic,2
Hystrix_patula,Hystrix patula,Hystrix,Poaceae,prune,nonhost,0.024486601,714,Hystrix_patula,0,abiotic,1
Impatiens_capensis,Impatiens capensis,Impatiens,Balsaminaceae,prune,nonhost,0.425002565,10093,Impatiens_capensis,0,biotic,2
Indigofera_suffruticosa,Indigofera suffruticosa,Indigofera,Fabaceae,prune,nonhost,0.002816272,64,Indigofera_suffruticosa,0,biotic,2
Iodanthus_pinnatifidus,Iodanthus pinnatifidus,Iodanthus,Brassicaceae,prune,nonhost,2.79E-04,8,Iodanthus_pinnatifidus,0,biotic,2
Ionactis_linariifolia,Ionactis linariifolia,Ionactis,Asteraceae,prune,nonhost,0.008962081,175,Ionactis_linariifolia,0,biotic,2
Ionopsis_utricularioides,Ionopsis utricularioides,Ionopsis,Orchidaceae,prune,nonhost,2.68E-04,7,Ionopsis_utricularioides,0,biotic,2
Ipomopsis_rubra,Ipomopsis rubra,Ipomopsis,Polemoniaceae,prune,nonhost,0.005794051,66,Ipomopsis_rubra,0,biotic,2
Iresine_diffusa,Iresine diffusa,Iresine,Amaranthaceae,prune,nonhost,0.008527873,71,Iresine_diffusa,0,abiotic,1
Iris_cristata,Iris cristata,Iris,Iridaceae,prune,nonhost,0.164676856,2238,Iris_cristata,0,biotic,2
Isidrogalvia_flava,Isidrogalvia flava,Isidrogalvia,Tofieldiaceae,prune,nonhost,2.19E-04,4,Isidrogalvia_flava,0,biotic,2
